fromsquarerank,fromsquarefile,piece,COUNT(*),turn,avgrating
4,0,bishop,4675,White,1800
4,0,bishop,1508,White,2000
4,0,bishop,330,White,2200
4,0,bishop,22,White,2400
4,0,bishop,5,White,2600
4,0,king,35,Black,800
4,0,king,956,Black,1000
4,0,king,5139,Black,1200
4,0,king,10116,Black,1400
4,0,king,9418,Black,1600
4,0,king,4918,Black,1800
4,0,king,1720,Black,2000
4,0,king,399,Black,2200
4,0,king,44,Black,2400
4,0,king,1,Black,2600
4,0,king,33,White,800
4,0,king,696,White,1000
4,0,king,3720,White,1200
4,0,king,8099,White,1400
4,0,king,8027,White,1600
4,0,king,4264,White,1800
4,0,king,1498,White,2000
4,0,king,313,White,2200
4,0,king,17,White,2400
4,0,king,2,White,2600
4,0,knight,117,Black,800
4,0,knight,2505,Black,1000
4,0,knight,15205,Black,1200
4,0,knight,37814,Black,1400
4,0,knight,39175,Black,1600
4,0,knight,19356,Black,1800
4,0,knight,6144,Black,2000
4,0,knight,1350,Black,2200
4,0,knight,101,Black,2400
4,0,knight,12,Black,2600
4,0,knight,34,White,800
4,0,knight,605,White,1000
4,0,knight,3906,White,1200
4,0,knight,9066,White,1400
4,0,knight,9695,White,1600
4,0,knight,4951,White,1800
4,0,knight,1664,White,2000
4,0,knight,388,White,2200
4,0,knight,42,White,2400
4,0,knight,3,White,2600
4,0,pawn,289,Black,800
4,0,pawn,5651,Black,1000
4,0,pawn,34739,Black,1200
4,0,pawn,88136,Black,1400
4,0,pawn,98572,Black,1600
4,0,pawn,55618,Black,1800
4,0,pawn,18777,Black,2000
4,0,pawn,4224,Black,2200
4,0,pawn,346,Black,2400
4,0,pawn,20,Black,2600
4,0,pawn,151,White,800
4,0,pawn,2396,White,1000
4,0,pawn,14885,White,1200
4,0,pawn,35674,White,1400
4,0,pawn,39214,White,1600
4,0,pawn,21915,White,1800
4,0,pawn,7277,White,2000
4,0,pawn,1644,White,2200
4,0,pawn,144,White,2400
4,0,pawn,4,White,2600
4,0,queen,286,Black,800
4,0,queen,5535,Black,1000
4,0,queen,27461,Black,1200
4,0,queen,59990,Black,1400
4,0,queen,62967,Black,1600
4,0,queen,36184,Black,1800
4,0,queen,12131,Black,2000
4,0,queen,2720,Black,2200
4,0,queen,223,Black,2400
4,0,queen,23,Black,2600
4,0,queen,92,White,800
4,0,queen,1516,White,1000
4,0,queen,7179,White,1200
4,0,queen,14329,White,1400
4,0,queen,13904,White,1600
4,0,queen,7124,White,1800
4,0,queen,2240,White,2000
4,0,queen,534,White,2200
4,0,queen,48,White,2400
4,0,queen,5,White,2600
4,0,rook,65,Black,800
4,0,rook,1054,Black,1000
4,0,rook,6563,Black,1200
4,0,rook,15300,Black,1400
4,0,rook,15887,Black,1600
4,0,rook,9099,Black,1800
4,0,rook,3225,Black,2000
4,0,rook,743,Black,2200
4,0,rook,55,Black,2400
4,0,rook,5,Black,2600
4,0,rook,59,White,800
4,0,rook,1320,White,1000
4,0,rook,8916,White,1200
4,0,rook,20587,White,1400
4,0,rook,21168,White,1600
4,0,rook,11888,White,1800
4,0,rook,4120,White,2000
4,0,rook,1003,White,2200
4,0,rook,75,White,2400
4,0,rook,12,White,2600
4,1,bishop,67,Black,800
4,1,bishop,1480,Black,1000
4,1,bishop,8617,Black,1200
4,1,bishop,20079,Black,1400
4,1,bishop,21033,Black,1600
4,1,bishop,10622,Black,1800
4,1,bishop,3484,Black,2000
4,1,bishop,759,Black,2200
4,1,bishop,66,Black,2400
4,1,bishop,4,Black,2600
4,1,bishop,718,White,800
4,1,bishop,14761,White,1000
4,1,bishop,70986,White,1200
4,1,bishop,134822,White,1400
4,1,bishop,116039,White,1600
4,1,bishop,51295,White,1800
4,1,bishop,14227,White,2000
4,1,bishop,2995,White,2200
4,1,bishop,175,White,2400
4,1,bishop,10,White,2600
4,1,king,99,Black,800
4,1,king,1875,Black,1000
4,1,king,10164,Black,1200
4,1,king,21434,Black,1400
4,1,king,21270,Black,1600
4,1,king,11480,Black,1800
4,1,king,3880,Black,2000
4,1,king,780,Black,2200
4,1,king,66,Black,2400
4,1,king,5,Black,2600
4,1,king,77,White,800
4,1,king,1452,White,1000
4,1,king,7437,White,1200
4,1,king,16370,White,1400
4,1,king,17395,White,1600
4,1,king,9429,White,1800
4,1,king,3295,White,2000
4,1,king,674,White,2200
4,1,king,57,White,2400
4,1,king,2,White,2600
4,1,knight,40,Black,800
4,1,knight,818,Black,1000
4,1,knight,4287,Black,1200
4,1,knight,10206,Black,1400
4,1,knight,10704,Black,1600
4,1,knight,5969,Black,1800
4,1,knight,1959,Black,2000
4,1,knight,489,Black,2200
4,1,knight,50,Black,2400
4,1,knight,2,Black,2600
4,1,knight,388,White,800
4,1,knight,7150,White,1000
4,1,knight,34956,White,1200
4,1,knight,66658,White,1400
4,1,knight,61119,White,1600
4,1,knight,31672,White,1800
4,1,knight,9795,White,2000
4,1,knight,2193,White,2200
4,1,knight,178,White,2400
4,1,knight,10,White,2600
4,1,pawn,400,Black,800
4,1,pawn,8010,Black,1000
4,1,pawn,46451,Black,1200
4,1,pawn,110467,Black,1400
4,1,pawn,117581,Black,1600
4,1,pawn,64555,Black,1800
4,1,pawn,21166,Black,2000
4,1,pawn,4692,Black,2200
4,1,pawn,374,Black,2400
4,1,pawn,30,Black,2600
4,1,pawn,145,White,800
4,1,pawn,2823,White,1000
4,1,pawn,15819,White,1200
4,1,pawn,36098,White,1400
4,1,pawn,38376,White,1600
4,1,pawn,22002,White,1800
4,1,pawn,7305,White,2000
4,1,pawn,1687,White,2200
4,1,pawn,146,White,2400
4,1,pawn,10,White,2600
4,1,queen,124,Black,800
4,1,queen,1909,Black,1000
4,1,queen,9828,Black,1200
4,1,queen,21303,Black,1400
4,1,queen,20745,Black,1600
4,1,queen,10493,Black,1800
4,1,queen,3390,Black,2000
4,1,queen,783,Black,2200
4,1,queen,61,Black,2400
4,1,queen,7,Black,2600
4,1,queen,171,White,800
4,1,queen,3541,White,1000
4,1,queen,16465,White,1200
4,1,queen,31130,White,1400
4,1,queen,27605,White,1600
4,1,queen,12828,White,1800
4,1,queen,3823,White,2000
4,1,queen,859,White,2200
4,1,queen,71,White,2400
4,1,queen,4,White,2600
4,1,rook,49,Black,800
4,1,rook,841,Black,1000
4,1,rook,5720,Black,1200
4,1,rook,13844,Black,1400
4,1,rook,15173,Black,1600
4,1,rook,8532,Black,1800
4,1,rook,3083,Black,2000
4,1,rook,732,Black,2200
4,1,rook,71,Black,2400
4,1,rook,8,Black,2600
4,1,rook,53,White,800
4,1,rook,1190,White,1000
4,1,rook,7812,White,1200
4,1,rook,18794,White,1400
4,1,rook,20639,White,1600
4,1,rook,11635,White,1800
4,1,rook,4029,White,2000
4,1,rook,1012,White,2200
4,1,rook,68,White,2400
4,1,rook,10,White,2600
4,2,bishop,559,Black,800
4,2,bishop,10771,Black,1000
4,2,bishop,58168,Black,1200
4,2,bishop,125930,Black,1400
4,2,bishop,114358,Black,1600
4,2,bishop,52658,Black,1800
4,2,bishop,15957,Black,2000
4,2,bishop,3317,Black,2200
4,2,bishop,262,Black,2400
4,2,bishop,14,Black,2600
4,2,bishop,66,White,800
4,2,bishop,1532,White,1000
4,2,bishop,8714,White,1200
4,2,bishop,21426,White,1400
4,2,bishop,24028,White,1600
4,2,bishop,13555,White,1800
4,2,bishop,4711,White,2000
4,2,bishop,1005,White,2200
4,2,bishop,81,White,2400
4,2,bishop,13,White,2600
4,2,king,120,Black,800
4,2,king,2621,Black,1000
4,2,king,13409,Black,1200
4,2,king,29668,Black,1400
4,2,king,31671,Black,1600
4,2,king,17665,Black,1800
4,2,king,6194,Black,2000
4,2,king,1284,Black,2200
4,2,king,122,Black,2400
4,2,king,5,Black,2600
4,2,king,80,White,800
4,2,king,1683,White,1000
4,2,king,8563,White,1200
4,2,king,20237,White,1400
4,2,king,22192,White,1600
4,2,king,12342,White,1800
4,2,king,4248,White,2000
4,2,king,877,White,2200
4,2,king,69,White,2400
4,2,king,6,White,2600
4,2,knight,202,Black,800
4,2,knight,3685,Black,1000
4,2,knight,21730,Black,1200
4,2,knight,53107,Black,1400
4,2,knight,60618,Black,1600
4,2,knight,36553,Black,1800
4,2,knight,12790,Black,2000
4,2,knight,2892,Black,2200
4,2,knight,243,Black,2400
4,2,knight,27,Black,2600
4,2,knight,122,White,800
4,2,knight,2547,White,1000
4,2,knight,14895,White,1200
4,2,knight,36258,White,1400
4,2,knight,39324,White,1600
4,2,knight,20997,White,1800
4,2,knight,6495,White,2000
4,2,knight,1474,White,2200
4,2,knight,144,White,2400
4,2,knight,10,White,2600
4,2,pawn,462,Black,800
4,2,pawn,10720,Black,1000
4,2,pawn,70660,Black,1200
4,2,pawn,199738,Black,1400
4,2,pawn,237274,Black,1600
4,2,pawn,131979,Black,1800
4,2,pawn,42623,Black,2000
4,2,pawn,9645,Black,2200
4,2,pawn,772,Black,2400
4,2,pawn,70,Black,2600
4,2,pawn,145,White,800
4,2,pawn,2505,White,1000
4,2,pawn,14894,White,1200
4,2,pawn,35900,White,1400
4,2,pawn,40298,White,1600
4,2,pawn,22862,White,1800
4,2,pawn,7610,White,2000
4,2,pawn,1776,White,2200
4,2,pawn,144,White,2400
4,2,pawn,18,White,2600
4,2,queen,175,Black,800
4,2,queen,3480,Black,1000
4,2,queen,18551,Black,1200
4,2,queen,42731,Black,1400
4,2,queen,44287,Black,1600
4,2,queen,23520,Black,1800
4,2,queen,7737,Black,2000
4,2,queen,1642,Black,2200
4,2,queen,123,Black,2400
4,2,queen,12,Black,2600
4,2,queen,123,White,800
4,2,queen,2124,White,1000
4,2,queen,11073,White,1200
4,2,queen,22878,White,1400
4,2,queen,21999,White,1600
4,2,queen,11511,White,1800
4,2,queen,3775,White,2000
4,2,queen,818,White,2200
4,2,queen,79,White,2400
4,2,queen,7,White,2600
4,2,rook,48,Black,800
4,2,rook,1079,Black,1000
4,2,rook,7066,Black,1200
4,2,rook,17990,Black,1400
4,2,rook,20796,Black,1600
4,2,rook,12120,Black,1800
4,2,rook,4415,Black,2000
4,2,rook,1060,Black,2200
4,2,rook,98,Black,2400
4,2,rook,14,Black,2600
4,2,rook,60,White,800
4,2,rook,1498,White,1000
4,2,rook,9180,White,1200
4,2,rook,22804,White,1400
4,2,rook,25252,White,1600
4,2,rook,14469,White,1800
4,2,rook,4852,White,2000
4,2,rook,1201,White,2200
4,2,rook,99,White,2400
4,2,rook,12,White,2600
4,3,bishop,101,Black,800
4,3,bishop,1996,Black,1000
4,3,bishop,12849,Black,1200
4,3,bishop,33314,Black,1400
4,3,bishop,36872,Black,1600
4,3,bishop,19972,Black,1800
4,3,bishop,6693,Black,2000
4,3,bishop,1635,Black,2200
4,3,bishop,153,Black,2400
4,3,bishop,14,Black,2600
4,3,bishop,161,White,800
4,3,bishop,3517,White,1000
4,3,bishop,19823,White,1200
4,3,bishop,41687,White,1400
4,3,bishop,38454,White,1600
4,3,bishop,20038,White,1800
4,3,bishop,6741,White,2000
4,3,bishop,1499,White,2200
4,3,bishop,163,White,2400
4,3,bishop,12,White,2600
4,3,king,145,Black,800
4,3,king,2686,Black,1000
4,3,king,14736,Black,1200
4,3,king,34712,Black,1400
4,3,king,39035,Black,1600
4,3,king,21996,Black,1800
4,3,king,7591,Black,2000
4,3,king,1606,Black,2200
4,3,king,159,Black,2400
4,3,king,9,Black,2600
4,3,king,94,White,800
4,3,king,1631,White,1000
4,3,king,8981,White,1200
4,3,king,20882,White,1400
4,3,king,23588,White,1600
4,3,king,13138,White,1800
4,3,king,4719,White,2000
4,3,king,971,White,2200
4,3,king,76,White,2400
4,3,king,5,White,2600
4,3,knight,270,Black,800
4,3,knight,5892,Black,1000
4,3,knight,37940,Black,1200
4,3,knight,100088,Black,1400
4,3,knight,116340,Black,1600
4,3,knight,65502,Black,1800
4,3,knight,21302,Black,2000
4,3,knight,4885,Black,2200
4,3,knight,410,Black,2400
4,3,knight,38,Black,2600
4,3,knight,434,White,800
4,3,knight,8707,White,1000
4,3,knight,41656,White,1200
4,3,knight,82829,White,1400
4,3,knight,74056,White,1600
4,3,knight,35950,White,1800
4,3,knight,11018,White,2000
4,3,knight,2420,White,2200
4,3,knight,214,White,2400
4,3,knight,20,White,2600
4,3,pawn,1007,Black,800
4,3,pawn,19116,Black,1000
4,3,pawn,97548,Black,1200
4,3,pawn,219995,Black,1400
4,3,pawn,239614,Black,1600
4,3,pawn,130467,Black,1800
4,3,pawn,41164,Black,2000
4,3,pawn,8583,Black,2200
4,3,pawn,706,Black,2400
4,3,pawn,60,Black,2600
4,3,pawn,275,White,800
4,3,pawn,5981,White,1000
4,3,pawn,31715,White,1200
4,3,pawn,72012,White,1400
4,3,pawn,76710,White,1600
4,3,pawn,41411,White,1800
4,3,pawn,13570,White,2000
4,3,pawn,3063,White,2200
4,3,pawn,267,White,2400
4,3,pawn,27,White,2600
4,3,queen,285,Black,800
4,3,queen,6777,Black,1000
4,3,queen,37262,Black,1200
4,3,queen,78984,Black,1400
4,3,queen,76397,Black,1600
4,3,queen,37238,Black,1800
4,3,queen,11242,Black,2000
4,3,queen,2487,Black,2200
4,3,queen,208,Black,2400
4,3,queen,15,Black,2600
4,3,queen,245,White,800
4,3,queen,4619,White,1000
4,3,queen,23786,White,1200
4,3,queen,48698,White,1400
4,3,queen,46245,White,1600
4,3,queen,23093,White,1800
4,3,queen,7080,White,2000
4,3,queen,1459,White,2200
4,3,queen,137,White,2400
4,3,queen,15,White,2600
4,3,rook,78,Black,800
4,3,rook,1700,Black,1000
4,3,rook,10288,Black,1200
4,3,rook,25047,Black,1400
4,3,rook,27975,Black,1600
4,3,rook,15480,Black,1800
4,3,rook,5484,Black,2000
4,3,rook,1287,Black,2200
4,3,rook,126,Black,2400
4,3,rook,13,Black,2600
4,3,rook,77,White,800
4,3,rook,2021,White,1000
4,3,rook,11571,White,1200
4,3,rook,27615,White,1400
4,3,rook,29779,White,1600
4,3,rook,16963,White,1800
4,3,rook,5591,White,2000
4,3,rook,1365,White,2200
4,3,rook,115,White,2400
4,3,rook,7,White,2600
4,4,bishop,117,Black,800
4,4,bishop,2737,Black,1000
4,4,bishop,16338,Black,1200
4,4,bishop,41979,Black,1400
4,4,bishop,46982,Black,1600
4,4,bishop,26469,Black,1800
4,4,bishop,8834,Black,2000
4,4,bishop,2043,Black,2200
4,4,bishop,181,Black,2400
4,4,bishop,17,Black,2600
4,4,bishop,109,White,800
4,4,bishop,2442,White,1000
4,4,bishop,14651,White,1200
4,4,bishop,35655,White,1400
4,4,bishop,37409,White,1600
4,4,bishop,19746,White,1800
4,4,bishop,6629,White,2000
4,4,bishop,1489,White,2200
4,4,bishop,113,White,2400
4,4,bishop,19,White,2600
4,4,king,169,Black,800
4,4,king,2977,Black,1000
4,4,king,16334,Black,1200
4,4,king,39686,Black,1400
4,4,king,46176,Black,1600
4,4,king,27078,Black,1800
4,4,king,9353,Black,2000
4,4,king,2183,Black,2200
4,4,king,197,Black,2400
4,4,king,8,Black,2600
4,4,king,98,White,800
4,4,king,1776,White,1000
4,4,king,10096,White,1200
4,4,king,23603,White,1400
4,4,king,26223,White,1600
4,4,king,14507,White,1800
4,4,king,5094,White,2000
4,4,king,1074,White,2200
4,4,king,82,White,2400
4,4,king,6,White,2600
4,4,knight,322,Black,800
4,4,knight,7112,Black,1000
4,4,knight,43010,Black,1200
4,4,knight,108207,Black,1400
4,4,knight,117101,Black,1600
4,4,knight,63326,Black,1800
4,4,knight,20087,Black,2000
4,4,knight,4503,Black,2200
4,4,knight,406,Black,2400
4,4,knight,22,Black,2600
4,4,knight,552,White,800
4,4,knight,11270,White,1000
4,4,knight,57547,White,1200
4,4,knight,123047,White,1400
4,4,knight,121507,White,1600
4,4,knight,62136,White,1800
4,4,knight,18316,White,2000
4,4,knight,3762,White,2200
4,4,knight,314,White,2400
4,4,knight,24,White,2600
4,4,pawn,934,Black,800
4,4,pawn,18674,Black,1000
4,4,pawn,102726,Black,1200
4,4,pawn,228460,Black,1400
4,4,pawn,222138,Black,1600
4,4,pawn,109350,Black,1800
4,4,pawn,32688,Black,2000
4,4,pawn,6835,Black,2200
4,4,pawn,497,Black,2400
4,4,pawn,44,Black,2600
4,4,pawn,338,White,800
4,4,pawn,7024,White,1000
4,4,pawn,38912,White,1200
4,4,pawn,94053,White,1400
4,4,pawn,100479,White,1600
4,4,pawn,53313,White,1800
4,4,pawn,17040,White,2000
4,4,pawn,3645,White,2200
4,4,pawn,270,White,2400
4,4,pawn,32,White,2600
4,4,queen,235,Black,800
4,4,queen,4774,Black,1000
4,4,queen,26140,Black,1200
4,4,queen,57400,Black,1400
4,4,queen,57680,Black,1600
4,4,queen,29739,Black,1800
4,4,queen,9362,Black,2000
4,4,queen,1989,Black,2200
4,4,queen,160,Black,2400
4,4,queen,17,Black,2600
4,4,queen,279,White,800
4,4,queen,5208,White,1000
4,4,queen,22979,White,1200
4,4,queen,40406,White,1400
4,4,queen,37153,White,1600
4,4,queen,18360,White,1800
4,4,queen,5834,White,2000
4,4,queen,1358,White,2200
4,4,queen,129,White,2400
4,4,queen,10,White,2600
4,4,rook,86,Black,800
4,4,rook,1780,Black,1000
4,4,rook,11098,Black,1200
4,4,rook,26745,Black,1400
4,4,rook,28782,Black,1600
4,4,rook,15697,Black,1800
4,4,rook,5449,Black,2000
4,4,rook,1261,Black,2200
4,4,rook,125,Black,2400
4,4,rook,14,Black,2600
4,4,rook,90,White,800
4,4,rook,2242,White,1000
4,4,rook,13545,White,1200
4,4,rook,31653,White,1400
4,4,rook,32554,White,1600
4,4,rook,17398,White,1800
4,4,rook,5638,White,2000
4,4,rook,1286,White,2200
4,4,rook,111,White,2400
4,4,rook,11,White,2600
4,5,bishop,359,Black,800
4,5,bishop,7472,Black,1000
4,5,bishop,40032,Black,1200
4,5,bishop,96744,Black,1400
4,5,bishop,108668,Black,1600
4,5,bishop,59620,Black,1800
4,5,bishop,19476,Black,2000
4,5,bishop,4311,Black,2200
4,5,bishop,350,Black,2400
4,5,bishop,44,Black,2600
4,5,bishop,71,White,800
4,5,bishop,1137,White,1000
4,5,bishop,6621,White,1200
4,5,bishop,16819,White,1400
4,5,bishop,19621,White,1600
4,5,bishop,11081,White,1800
4,5,bishop,3655,White,2000
4,5,bishop,844,White,2200
4,5,bishop,61,White,2400
4,5,bishop,9,White,2600
4,5,king,166,Black,800
4,5,king,3233,Black,1000
4,5,king,18140,Black,1200
4,5,king,42457,Black,1400
4,5,king,47511,Black,1600
4,5,king,26477,Black,1800
4,5,king,8944,Black,2000
4,5,king,1946,Black,2200
4,5,king,159,Black,2400
4,5,king,13,Black,2600
4,5,king,81,White,800
4,5,king,1876,White,1000
4,5,king,10309,White,1200
4,5,king,23947,White,1400
4,5,king,26375,White,1600
4,5,king,14493,White,1800
4,5,king,5090,White,2000
4,5,king,1117,White,2200
4,5,king,83,White,2400
4,5,king,4,White,2600
4,5,knight,180,Black,800
4,5,knight,3412,Black,1000
4,5,knight,20946,Black,1200
4,5,knight,54106,Black,1400
4,5,knight,60066,Black,1600
4,5,knight,29793,Black,1800
4,5,knight,8703,Black,2000
4,5,knight,2117,Black,2200
4,5,knight,208,Black,2400
4,5,knight,32,Black,2600
4,5,knight,116,White,800
4,5,knight,2625,White,1000
4,5,knight,16043,White,1200
4,5,knight,39748,White,1400
4,5,knight,41489,White,1600
4,5,knight,21234,White,1800
4,5,knight,6481,White,2000
4,5,knight,1400,White,2200
4,5,knight,99,White,2400
4,5,knight,12,White,2600
4,5,pawn,382,Black,800
4,5,pawn,6823,Black,1000
4,5,pawn,37893,Black,1200
4,5,pawn,96489,Black,1400
4,5,pawn,115948,Black,1600
4,5,pawn,67388,Black,1800
4,5,pawn,21755,Black,2000
4,5,pawn,4556,Black,2200
4,5,pawn,348,Black,2400
4,5,pawn,26,Black,2600
4,5,pawn,117,White,800
4,5,pawn,2379,White,1000
4,5,pawn,14011,White,1200
4,5,pawn,38902,White,1400
4,5,pawn,48738,White,1600
4,5,pawn,28377,White,1800
4,5,pawn,9518,White,2000
4,5,pawn,2051,White,2200
4,5,pawn,146,White,2400
4,5,pawn,8,White,2600
4,5,queen,144,Black,800
4,5,queen,3000,Black,1000
4,5,queen,16541,Black,1200
4,5,queen,37814,Black,1400
4,5,queen,38144,Black,1600
4,5,queen,19948,Black,1800
4,5,queen,6263,Black,2000
4,5,queen,1371,Black,2200
4,5,queen,103,Black,2400
4,5,queen,20,Black,2600
4,5,queen,153,White,800
4,5,queen,2724,White,1000
4,5,queen,14196,White,1200
4,5,queen,31503,White,1400
4,5,queen,32428,White,1600
4,5,queen,16267,White,1800
4,5,queen,5074,White,2000
4,5,queen,1043,White,2200
4,5,queen,73,White,2400
4,5,queen,3,White,2600
4,5,rook,68,Black,800
4,5,rook,1355,Black,1000
4,5,rook,9217,Black,1200
4,5,rook,24093,Black,1400
4,5,rook,26981,Black,1600
4,5,rook,13783,Black,1800
4,5,rook,4645,Black,2000
4,5,rook,1118,Black,2200
4,5,rook,101,Black,2400
4,5,rook,15,Black,2600
4,5,rook,48,White,800
4,5,rook,1410,White,1000
4,5,rook,8675,White,1200
4,5,rook,21586,White,1400
4,5,rook,23628,White,1600
4,5,rook,12395,White,1800
4,5,rook,4064,White,2000
4,5,rook,969,White,2200
4,5,rook,93,White,2400
4,5,rook,7,White,2600
4,6,bishop,65,Black,800
4,6,bishop,1668,Black,1000
4,6,bishop,11099,Black,1200
4,6,bishop,28459,Black,1400
4,6,bishop,29186,Black,1600
4,6,bishop,13955,Black,1800
4,6,bishop,4394,Black,2000
4,6,bishop,933,Black,2200
4,6,bishop,70,Black,2400
4,6,bishop,2,Black,2600
4,6,bishop,620,White,800
4,6,bishop,13957,White,1000
4,6,bishop,77696,White,1200
4,6,bishop,182449,White,1400
4,6,bishop,189726,White,1600
4,6,bishop,99566,White,1800
4,6,bishop,30959,White,2000
4,6,bishop,6309,White,2200
4,6,bishop,425,White,2400
4,6,bishop,25,White,2600
4,6,king,153,Black,800
4,6,king,2745,Black,1000
4,6,king,16036,Black,1200
4,6,king,36319,Black,1400
4,6,king,38974,Black,1600
4,6,king,21362,Black,1800
4,6,king,7144,Black,2000
4,6,king,1709,Black,2200
4,6,king,130,Black,2400
4,6,king,8,Black,2600
4,6,king,102,White,800
4,6,king,1937,White,1000
4,6,king,10324,White,1200
4,6,king,23392,White,1400
4,6,king,25543,White,1600
4,6,king,13872,White,1800
4,6,king,4861,White,2000
4,6,king,1031,White,2200
4,6,king,95,White,2400
4,6,king,11,White,2600
4,6,knight,49,Black,800
4,6,knight,1253,Black,1000
4,6,knight,6965,Black,1200
4,6,knight,17812,Black,1400
4,6,knight,19063,Black,1600
4,6,knight,9451,Black,1800
4,6,knight,2920,Black,2000
4,6,knight,715,Black,2200
4,6,knight,57,Black,2400
4,6,knight,8,Black,2600
4,6,knight,423,White,800
4,6,knight,8610,White,1000
4,6,knight,42135,White,1200
4,6,knight,87272,White,1400
4,6,knight,83976,White,1600
4,6,knight,43720,White,1800
4,6,knight,13447,White,2000
4,6,knight,2910,White,2200
4,6,knight,216,White,2400
4,6,knight,21,White,2600
4,6,pawn,360,Black,800
4,6,pawn,6563,Black,1000
4,6,pawn,35624,Black,1200
4,6,pawn,83111,Black,1400
4,6,pawn,89250,Black,1600
4,6,pawn,47432,Black,1800
4,6,pawn,15002,Black,2000
4,6,pawn,3354,Black,2200
4,6,pawn,303,Black,2400
4,6,pawn,25,Black,2600
4,6,pawn,145,White,800
4,6,pawn,2632,White,1000
4,6,pawn,13978,White,1200
4,6,pawn,33174,White,1400
4,6,pawn,36985,White,1600
4,6,pawn,20947,White,1800
4,6,pawn,6950,White,2000
4,6,pawn,1510,White,2200
4,6,pawn,121,White,2400
4,6,pawn,9,White,2600
4,6,queen,251,Black,800
4,6,queen,4610,Black,1000
4,6,queen,25418,Black,1200
4,6,queen,56881,Black,1400
4,6,queen,54925,Black,1600
4,6,queen,25473,Black,1800
4,6,queen,7379,Black,2000
4,6,queen,1536,Black,2200
4,6,queen,154,Black,2400
4,6,queen,9,Black,2600
4,6,queen,173,White,800
4,6,queen,2873,White,1000
4,6,queen,14177,White,1200
4,6,queen,32599,White,1400
4,6,queen,33930,White,1600
4,6,queen,18326,White,1800
4,6,queen,5809,White,2000
4,6,queen,1190,White,2200
4,6,queen,86,White,2400
4,6,queen,8,White,2600
4,6,rook,45,Black,800
4,6,rook,1020,Black,1000
4,6,rook,6200,Black,1200
4,6,rook,15401,Black,1400
4,6,rook,15787,Black,1600
4,6,rook,8155,Black,1800
4,6,rook,2845,Black,2000
4,6,rook,689,Black,2200
4,6,rook,64,Black,2400
4,6,rook,8,Black,2600
4,6,rook,65,White,800
4,6,rook,1140,White,1000
4,6,rook,6858,White,1200
4,6,rook,15950,White,1400
4,6,rook,17205,White,1600
4,6,rook,9098,White,1800
4,6,rook,3179,White,2000
4,6,rook,775,White,2200
4,6,rook,68,White,2400
4,6,rook,3,White,2600
4,7,bishop,86,Black,800
4,7,bishop,1775,Black,1000
4,7,bishop,11008,Black,1200
4,7,bishop,33350,Black,1400
4,7,bishop,38829,Black,1600
4,7,bishop,20477,Black,1800
4,7,bishop,5868,Black,2000
4,7,bishop,1140,Black,2200
4,7,bishop,59,Black,2400
4,7,bishop,4,Black,2600
4,7,bishop,73,White,800
4,7,bishop,1111,White,1000
4,7,bishop,6435,White,1200
4,7,bishop,15149,White,1400
4,7,bishop,14616,White,1600
4,7,bishop,6816,White,1800
4,7,bishop,2091,White,2000
4,7,bishop,413,White,2200
4,7,bishop,36,White,2400
4,7,bishop,2,White,2600
4,7,king,91,Black,800
4,7,king,1531,Black,1000
4,7,king,8636,Black,1200
4,7,king,18794,Black,1400
4,7,king,18639,Black,1600
4,7,king,9993,Black,1800
4,7,king,3356,Black,2000
4,7,king,741,Black,2200
4,7,king,71,Black,2400
4,7,king,4,Black,2600
4,7,king,66,White,800
4,7,king,1059,White,1000
4,7,king,5663,White,1200
4,7,king,12786,White,1400
4,7,king,13238,White,1600
4,7,king,7108,White,1800
4,7,king,2495,White,2000
4,7,king,532,White,2200
4,7,king,46,White,2400
4,7,king,4,White,2600
4,7,knight,125,Black,800
4,7,knight,2259,Black,1000
4,7,knight,14807,Black,1200
4,7,knight,40984,Black,1400
4,7,knight,47189,Black,1600
4,7,knight,25689,Black,1800
4,7,knight,7756,Black,2000
4,7,knight,1754,Black,2200
4,7,knight,161,Black,2400
4,7,knight,14,Black,2600
4,7,knight,40,White,800
4,7,knight,707,White,1000
4,7,knight,4707,White,1200
4,7,knight,12345,White,1400
4,7,knight,13974,White,1600
4,7,knight,7486,White,1800
4,7,knight,2452,White,2000
4,7,knight,482,White,2200
4,7,knight,50,White,2400
4,7,knight,2,White,2600
4,7,pawn,294,Black,800
4,7,pawn,5219,Black,1000
4,7,pawn,31294,Black,1200
4,7,pawn,79869,Black,1400
4,7,pawn,90918,Black,1600
4,7,pawn,52153,Black,1800
4,7,pawn,17708,Black,2000
4,7,pawn,4032,Black,2200
4,7,pawn,345,Black,2400
4,7,pawn,22,Black,2600
4,7,pawn,130,White,800
4,7,pawn,2539,White,1000
4,7,pawn,15648,White,1200
4,7,pawn,43595,White,1400
4,7,pawn,52188,White,1600
4,7,pawn,31078,White,1800
4,7,pawn,10498,White,2000
4,7,pawn,2484,White,2200
4,7,pawn,228,White,2400
4,7,pawn,23,White,2600
4,7,queen,82,Black,800
4,7,queen,1678,Black,1000
4,7,queen,8933,Black,1200
4,7,queen,22428,Black,1400
4,7,queen,25583,Black,1600
4,7,queen,14039,Black,1800
4,7,queen,4546,Black,2000
4,7,queen,949,Black,2200
4,7,queen,97,Black,2400
4,7,queen,9,Black,2600
4,7,queen,485,White,800
4,7,queen,9553,White,1000
